NAME,COUNT,PCT2PRACE,PCTAIAN,PCTAPI,PCTBLACK,PCTHISPANIC,PCTWHITE,NAME
DEIRDRE,217,0.0,0.0,0.0,6.452,0.461,93.088,DEIRDRE
DEL,62,0.0,0.0,1.613,6.452,1.613,90.323,DEL
DELAINE,20,0.0,0.0,0.0,0.0,0.0,100.0,DELAINE
DELANA,30,0.0,0.0,0.0,6.667,0.0,93.333,DELANA
DELBERT,194,0.0,0.0,1.031,5.155,1.546,92.268,DELBERT
DELFINA,41,0.0,0.0,7.317,0.0,78.049,14.634,DELFINA
DELFINO,35,0.0,0.0,2.857,0.0,88.571,8.571,DELFINO
DELIA,296,0.338,0.0,10.135,3.041,55.405,31.081,DELIA
DELILAH,34,0.0,2.941,5.882,26.471,20.588,44.118,DELILAH
DELL,37,0.0,0.0,2.703,5.405,0.0,91.892,DELL
DELLA,146,0.685,0.0,1.37,15.068,4.11,78.767,DELLA
DELMA,36,0.0,0.0,8.333,0.0,30.556,61.111,DELMA
DELMAR,44,0.0,0.0,4.545,2.273,2.273,90.909,DELMAR
DELORES,474,0.633,0.844,0.0,27.004,2.743,68.776,DELORES
DELORIS,87,0.0,0.0,0.0,43.678,0.0,56.322,DELORIS
DELPHINE,42,0.0,0.0,2.381,35.714,2.381,59.524,DELPHINE
DELYNN,16,0.0,0.0,0.0,0.0,0.0,100.0,DELYNN
DEMETRIA,41,0.0,0.0,4.878,41.463,17.073,36.585,DEMETRIA
DEMETRIO,42,0.0,0.0,14.286,0.0,80.952,4.762,DEMETRIO
DEMETRIOS,49,0.0,0.0,0.0,0.0,0.0,100.0,DEMETRIOS
DEMETRIUS,50,0.0,0.0,0.0,70.0,8.0,22.0,DEMETRIUS
DENA,385,0.0,0.26,1.039,3.377,1.558,93.766,DENA
DENEEN,41,0.0,0.0,0.0,19.512,2.439,78.049,DENEEN
DENICE,124,0.806,0.0,0.806,3.226,7.258,87.903,DENICE
DENIS,389,0.0,0.257,2.828,2.057,3.856,91.003,DENIS
DENISE,5190,0.154,0.077,1.137,5.414,3.006,90.212,DENISE
DENNIS,7681,0.117,0.117,2.838,1.927,1.51,93.49,DENNIS
DENNY,123,0.813,0.0,14.634,0.0,4.065,80.488,DENNY
DENTON,34,0.0,0.0,2.941,2.941,0.0,94.118,DENTON
DENVER,48,2.083,0.0,0.0,10.417,4.167,83.333,DENVER
DEON,49,0.0,0.0,0.0,44.898,0.0,55.102,DEON
DEREK,1911,0.105,0.209,4.396,4.082,0.785,90.424,DEREK
DERIC,33,0.0,0.0,9.091,9.091,3.03,78.788,DERIC
DERICK,71,0.0,1.408,1.408,21.127,1.408,74.648,DERICK
DERIK,41,0.0,0.0,0.0,2.439,2.439,95.122,DERIK
DERON,33,0.0,0.0,0.0,9.091,0.0,90.909,DERON
DERRICK,598,0.334,0.502,5.686,35.117,3.01,55.351,DERRICK
DESIREE,329,0.912,0.304,3.343,12.462,11.55,71.429,DESIREE
DESMOND,95,1.053,0.0,6.316,35.789,7.368,49.474,DESMOND
DESPINA,36,0.0,0.0,0.0,0.0,2.778,97.222,DESPINA
DEVIN,323,0.0,0.31,3.406,5.882,1.238,89.164,DEVIN
DEVON,207,0.0,0.0,1.449,11.111,2.415,85.024,DEVON
DEWAYNE,113,0.885,0.0,0.885,24.779,0.0,73.451,DEWAYNE
DEWEY,117,0.0,0.855,2.564,5.128,0.855,90.598,DEWEY
DEWITT,32,0.0,0.0,0.0,15.625,0.0,84.375,DEWITT
DEXTER,130,0.769,0.0,17.692,41.538,3.077,36.923,DEXTER
DIAN,86,1.163,0.0,11.628,4.651,1.163,81.395,DIAN
DIANA,3626,0.193,0.248,2.923,1.903,11.142,83.591,DIANA
DIANE,7305,0.082,0.096,1.246,2.464,1.643,94.47,DIANE
DIANN,138,0.0,0.0,0.725,7.246,0.725,91.304,DIANN
DIANNA,479,0.209,0.209,1.044,5.428,5.01,88.1,DIANNA
DIANNE,1243,0.161,0.08,1.287,5.068,1.287,92.116,DIANNE
DICK,75,0.0,0.0,24.0,0.0,2.667,73.333,DICK
DIEGO,198,0.505,0.0,1.01,0.0,83.333,15.152,DIEGO
DIEM,35,0.0,0.0,97.143,0.0,0.0,2.857,DIEM
DIEP,47,2.128,0.0,95.745,0.0,0.0,2.128,DIEP
DIETER,62,0.0,0.0,1.613,0.0,0.0,98.387,DIETER
DIEU,20,0.0,0.0,100.0,0.0,0.0,0.0,DIEU
DIGNA,30,0.0,0.0,16.667,0.0,73.333,10.0,DIGNA
DILIP,64,0.0,1.563,65.625,0.0,1.563,31.25,DILIP
DILLON,47,0.0,0.0,4.255,4.255,0.0,91.489,DILLON
DIMITRI,67,0.0,0.0,1.493,5.97,2.985,89.552,DIMITRI
DIMITRIOS,59,0.0,0.0,0.0,1.695,1.695,96.61,DIMITRIOS
DINA,493,0.0,0.406,2.84,2.231,9.939,84.584,DINA
DINAH,73,0.0,0.0,10.959,6.849,2.74,79.452,DINAH
DINESH,93,1.075,1.075,77.419,0.0,1.075,19.355,DINESH
DINH,46,0.0,0.0,97.826,0.0,2.174,0.0,DINH
DINO,133,0.0,0.0,6.015,1.504,3.008,89.474,DINO
DION,102,0.0,0.0,2.941,21.569,6.863,68.627,DION
DIONISIO,37,0.0,0.0,45.946,0.0,45.946,8.108,DIONISIO
DIONNE,78,0.0,0.0,2.564,39.744,3.846,53.846,DIONNE
DIPAK,45,0.0,0.0,82.222,0.0,2.222,15.556,DIPAK
DIRK,202,0.0,0.0,0.495,0.99,0.495,98.02,DIRK
DIXIE,253,0.0,0.395,0.395,1.581,1.186,96.443,DIXIE
DMITRI,38,0.0,0.0,0.0,2.632,2.632,94.737,DMITRI
DMITRIY,85,0.0,0.0,1.176,0.0,0.0,98.824,DMITRIY
DMITRY,90,0.0,0.0,0.0,0.0,1.111,98.889,DMITRY
DO,22,0.0,0.0,100.0,0.0,0.0,0.0,DO
DOAN,30,0.0,0.0,96.667,0.0,0.0,3.333,DOAN
DOLLY,77,1.299,1.299,25.974,6.494,2.597,62.338,DOLLY
DOLORES,1071,0.28,0.187,3.081,4.669,21.475,70.308,DOLORES
DOMENIC,108,0.0,0.0,1.852,0.0,0.926,97.222,DOMENIC
DOMENICK,30,0.0,0.0,0.0,0.0,0.0,100.0,DOMENICK
DOMENICO,59,0.0,0.0,0.0,0.0,5.085,94.915,DOMENICO
DOMINGO,151,0.0,0.0,17.219,1.325,74.172,7.285,DOMINGO
DOMINIC,574,0.0,0.0,4.355,1.568,4.878,89.199,DOMINIC
DOMINICK,250,0.4,0.0,1.6,1.2,2.0,94.8,DOMINICK
DOMINIQUE,137,0.73,0.0,2.92,16.058,7.299,72.993,DOMINIQUE
DON,1253,0.08,0.239,7.422,3.831,0.798,87.63,DON
DONA,171,1.17,0.0,2.339,1.17,0.585,94.737,DONA
DONAL,39,0.0,0.0,0.0,0.0,0.0,100.0,DONAL
DONALD,12058,0.083,0.166,0.722,3.251,0.722,95.057,DONALD
DONATO,40,0.0,0.0,17.5,0.0,12.5,70.0,DONATO
DONG,188,0.0,0.0,97.34,0.0,0.0,2.66,DONG
DONITA,60,0.0,0.0,0.0,13.333,0.0,86.667,DONITA
DONN,98,1.02,0.0,2.041,0.0,3.061,93.878,DONN
DONNA,8969,0.145,0.1,0.937,2.609,1.126,95.083,DONNA
DONNELL,48,0.0,0.0,0.0,52.083,0.0,47.917,DONNELL
DONNIE,244,0.0,0.82,2.049,13.115,0.82,83.197,DONNIE
DONNY,52,0.0,0.0,13.462,7.692,0.0,78.846,DONNY
DONOVAN,135,0.0,0.0,2.222,15.556,2.963,79.259,DONOVAN
DORA,386,0.0,0.259,4.663,7.772,48.446,38.86,DORA
DORCAS,38,0.0,0.0,10.526,21.053,5.263,63.158,DORCAS
DOREEN,633,0.316,0.316,2.054,5.213,2.686,89.415,DOREEN
DORENE,86,1.163,0.0,1.163,3.488,5.814,88.372,DORENE
DORI,74,1.351,0.0,2.703,1.351,1.351,93.243,DORI
DORIAN,78,1.282,0.0,0.0,19.231,7.692,71.795,DORIAN
DORINA,16,0.0,0.0,0.0,0.0,0.0,100.0,DORINA
DORINDA,55,1.818,1.818,3.636,5.455,1.818,85.455,DORINDA
DORIS,1332,0.375,0.225,3.378,13.438,6.306,76.276,DORIS
DORIT,18,0.0,0.0,0.0,0.0,0.0,100.0,DORIT
DORON,27,0.0,0.0,0.0,0.0,0.0,100.0,DORON
DOROTA,62,0.0,0.0,3.226,0.0,1.613,95.161,DOROTA
DOROTHEA,120,0.833,0.0,2.5,15.0,0.833,80.833,DOROTHEA
DOROTHY,2573,0.233,0.35,1.671,13.175,1.71,82.86,DOROTHY
DOUG,438,0.0,0.0,2.968,0.228,0.913,95.89,DOUG
DOUGLAS,8505,0.141,0.082,1.011,1.211,0.788,96.767,DOUGLAS
DOUGLASS,53,0.0,0.0,1.887,1.887,0.0,96.226,DOUGLASS
DOV,24,0.0,0.0,0.0,0.0,0.0,100.0,DOV
DOYLE,146,0.0,0.0,1.37,2.74,0.0,95.89,DOYLE
DRAGAN,35,0.0,0.0,2.857,0.0,0.0,97.143,DRAGAN
DRAKE,30,0.0,0.0,3.333,3.333,0.0,93.333,DRAKE
DREW,436,0.0,0.0,0.0,0.459,1.835,97.706,DREW
DRU,31,0.0,0.0,0.0,0.0,0.0,100.0,DRU
DUANE,1152,0.087,0.174,1.389,5.556,0.608,92.188,DUANE
DUC,160,0.625,0.0,96.875,0.0,0.625,1.875,DUC
DUDLEY,58,0.0,0.0,3.448,12.069,1.724,82.759,DUDLEY
DUKE,47,2.128,0.0,31.915,0.0,4.255,61.702,DUKE
DULCE,79,0.0,0.0,7.595,1.266,77.215,13.924,DULCE
DUNCAN,145,0.0,0.0,0.0,6.207,0.69,93.103,DUNCAN
DUNG,213,0.469,0.0,96.714,0.0,0.469,2.347,DUNG
DUONG,38,0.0,0.0,94.737,0.0,0.0,5.263,DUONG
DUSTIN,1179,0.17,0.424,1.187,0.254,0.848,97.116,DUSTIN
DUSTY,76,0.0,0.0,1.316,0.0,1.316,97.368,DUSTY
DUY,41,0.0,0.0,97.561,0.0,0.0,2.439,DUY
DWAIN,49,0.0,0.0,0.0,16.327,0.0,83.673,DWAIN
DWAINE,36,0.0,0.0,0.0,11.111,2.778,86.111,DWAINE
DWAYNE,488,0.0,0.41,0.82,23.156,0.82,74.795,DWAYNE
DWIGHT,624,0.16,0.0,3.045,16.667,1.122,79.006,DWIGHT
DYAN,39,0.0,0.0,2.564,5.128,2.564,89.744,DYAN
DYLAN,202,0.0,0.0,3.465,1.485,0.99,94.059,DYLAN
DZUNG,25,0.0,0.0,100.0,0.0,0.0,0.0,DZUNG
EARL,977,0.102,0.102,1.842,13.408,0.716,83.828,EARL
EARLE,64,0.0,0.0,3.125,6.25,0.0,90.625,EARLE
EARLENE,47,0.0,0.0,2.128,23.404,0.0,74.468,EARLENE
EARLINE,33,0.0,0.0,3.03,48.485,0.0,48.485,EARLINE
EARNEST,89,1.124,0.0,2.247,40.449,0.0,56.18,EARNEST
EARNESTINE,31,0.0,0.0,0.0,83.871,0.0,16.129,EARNESTINE
EBONY,58,0.0,1.724,1.724,87.931,3.448,5.172,EBONY
ED,134,0.746,0.746,8.955,0.746,4.478,84.328,ED
EDDIE,694,0.288,0.144,12.248,24.64,12.536,50.144,EDDIE
EDDY,108,0.0,0.0,7.407,12.963,34.259,45.37,EDDY
EDEN,67,2.985,1.493,20.896,13.433,7.463,53.731,EDEN
EDGAR,851,0.235,0.47,6.58,3.878,50.059,38.778,EDGAR
EDGARDO,124,0.0,0.0,38.71,0.0,50.806,10.484,EDGARDO
EDIE,34,2.941,0.0,0.0,0.0,2.941,94.118,EDIE
EDILBERTO,37,0.0,0.0,48.649,0.0,40.541,10.811,EDILBERTO
EDISON,52,0.0,1.923,13.462,15.385,32.692,36.538,EDISON
EDITH,624,0.16,0.16,4.006,9.455,16.667,69.551,EDITH
EDMOND,205,0.0,0.0,15.61,7.805,2.927,73.659,EDMOND
EDMUND,454,0.22,0.0,7.048,4.185,4.846,83.7,EDMUND
EDMUNDO,63,0.0,0.0,19.048,0.0,65.079,15.873,EDMUNDO
EDNA,460,0.435,0.435,13.478,12.609,11.957,61.087,EDNA
EDUARD,70,0.0,1.429,2.857,0.0,4.286,91.429,EDUARD
EDUARDO,911,0.11,0.0,10.318,0.329,78.814,10.428,EDUARDO
EDWARD,10112,0.129,0.148,2.937,3.422,4.144,89.221,EDWARD
EDWIN,1479,0.203,0.068,7.978,4.665,19.675,67.41,EDWIN
EDWINA,88,0.0,0.0,11.364,26.136,3.409,59.091,EDWINA
EDYTA,19,0.0,0.0,0.0,0.0,0.0,100.0,EDYTA
EFFIE,46,0.0,0.0,10.87,17.391,2.174,69.565,EFFIE
EFRAIN,213,0.0,0.0,0.939,0.0,93.427,5.634,EFRAIN
EFREN,149,0.0,0.0,18.792,0.0,75.168,6.04,EFREN
EILEEN,2031,0.098,0.098,2.314,0.935,2.068,94.485,EILEEN
EKATERINA,35,0.0,0.0,0.0,0.0,0.0,100.0,EKATERINA
ELAINA,49,0.0,0.0,2.041,4.082,2.041,91.837,ELAINA
ELAINE,2364,0.085,0.085,5.499,4.484,2.073,87.775,ELAINE
ELANA,61,0.0,0.0,1.639,6.557,3.279,88.525,ELANA
ELBA,64,0.0,0.0,1.563,0.0,87.5,10.938,ELBA
ELBERT,97,0.0,0.0,7.216,37.113,3.093,52.577,ELBERT
ELDA,54,0.0,0.0,0.0,5.556,64.815,29.63,ELDA
ELDEN,30,0.0,0.0,6.667,6.667,0.0,86.667,ELDEN
ELDON,116,0.0,0.0,0.862,0.0,0.0,99.138,ELDON
ELEANOR,707,0.283,0.0,6.223,7.355,3.536,82.603,ELEANOR
ELEANORE,30,3.333,0.0,6.667,0.0,10.0,80.0,ELEANORE
ELEAZAR,51,0.0,0.0,1.961,1.961,90.196,5.882,ELEAZAR
ELEFTHERIOS,20,0.0,0.0,0.0,0.0,0.0,100.0,ELEFTHERIOS
ELENA,712,0.281,0.14,6.461,0.983,27.107,65.028,ELENA
ELENI,59,0.0,0.0,0.0,5.085,0.0,94.915,ELENI
ELEONORA,34,0.0,0.0,2.941,0.0,8.824,88.235,ELEONORA
ELI,201,0.0,0.0,1.99,5.97,10.945,81.095,ELI
ELIA,89,0.0,0.0,0.0,1.124,74.157,24.719,ELIA
ELIANA,31,0.0,0.0,0.0,3.226,54.839,41.935,ELIANA
ELIAS,311,0.0,0.322,3.215,4.502,48.232,43.73,ELIAS
ELIDA,56,0.0,0.0,0.0,0.0,87.5,12.5,ELIDA
ELIE,48,0.0,0.0,2.083,2.083,6.25,89.583,ELIE
ELIJAH,98,1.02,0.0,4.082,36.735,3.061,55.102,ELIJAH
ELIN,18,0.0,0.0,0.0,0.0,0.0,100.0,ELIN
ELINOR,56,0.0,0.0,3.571,3.571,0.0,92.857,ELINOR
ELIO,32,0.0,0.0,0.0,0.0,40.625,59.375,ELIO
ELIOT,46,0.0,0.0,4.348,0.0,13.043,82.609,ELIOT
ELISA,404,0.0,0.248,6.436,1.98,25.495,65.842,ELISA
ELISABETH,448,0.0,0.223,0.67,0.223,2.679,96.205,ELISABETH
ELISE,320,0.313,0.313,1.25,3.438,0.938,93.75,ELISE
ELISEO,103,0.0,0.0,10.68,0.0,87.379,1.942,ELISEO
ELISHA,87,0.0,0.0,0.0,9.195,6.897,83.908,ELISHA
ELISSA,136,0.0,0.735,0.0,0.0,3.676,95.588,ELISSA
ELIZA,94,0.0,1.064,9.574,17.021,11.702,60.638,ELIZA
ELIZABETH,12737,0.102,0.102,1.759,1.523,5.967,90.547,ELIZABETH
ELKE,49,0.0,0.0,0.0,0.0,0.0,100.0,ELKE
ELLA,237,0.0,1.266,3.797,25.738,1.688,67.511,ELLA
ELLEN,2744,0.036,0.109,2.915,1.239,0.729,94.971,ELLEN
ELLIE,56,0.0,0.0,12.5,1.786,8.929,76.786,ELLIE
ELLIOT,191,0.0,0.0,3.141,6.283,5.236,85.34,ELLIOT
ELLIOTT,201,0.0,0.498,3.483,12.438,0.995,82.587,ELLIOTT
ELLIS,120,0.0,0.0,0.833,23.333,2.5,73.333,ELLIS
ELLYN,49,0.0,0.0,6.122,0.0,0.0,93.878,ELLYN
ELMA,62,0.0,0.0,19.355,12.903,33.871,33.871,ELMA
ELMER,320,0.313,0.625,6.875,7.5,20.937,63.75,ELMER
ELOISA,55,0.0,0.0,12.727,1.818,63.636,21.818,ELOISA
ELOISE,86,1.163,0.0,2.326,18.605,13.953,63.953,ELOISE
ELOY,84,0.0,1.19,2.381,1.19,88.095,7.143,ELOY
ELPIDIO,35,0.0,0.0,28.571,0.0,48.571,22.857,ELPIDIO
ELSA,291,0.0,0.344,6.529,4.124,56.014,32.99,ELSA
ELSIE,221,0.452,0.905,6.787,14.027,10.86,66.968,ELSIE
ELTON,77,0.0,1.299,2.597,24.675,0.0,71.429,ELTON
ELVA,133,0.0,0.0,0.752,0.752,71.429,27.068,ELVA
ELVIA,138,0.0,0.0,0.725,2.899,89.13,7.246,ELVIA
ELVIN,83,0.0,0.0,7.229,13.253,30.12,49.398,ELVIN
ELVIRA,239,0.418,0.0,14.644,3.766,50.209,30.962,ELVIRA
ELVIS,84,1.19,0.0,9.524,23.81,44.048,21.429,ELVIS
ELWIN,16,0.0,0.0,0.0,0.0,0.0,100.0,ELWIN
ELWOOD,69,0.0,0.0,0.0,14.493,1.449,84.058,ELWOOD
ELYSE,107,0.935,0.0,1.869,1.869,1.869,93.458,ELYSE
ELYSSA,19,0.0,0.0,0.0,0.0,0.0,100.0,ELYSSA
ELZBIETA,62,0.0,0.0,0.0,1.613,3.226,95.161,ELZBIETA
EMAD,54,0.0,1.852,16.667,1.852,1.852,77.778,EMAD
EMANUEL,128,0.0,0.0,2.344,21.094,18.75,57.813,EMANUEL
EMERSON,52,0.0,3.846,17.308,1.923,9.615,67.308,EMERSON
EMERY,58,0.0,1.724,1.724,8.621,3.448,84.483,EMERY
EMIL,183,0.0,0.546,2.186,1.093,2.732,93.443,EMIL
EMILE,69,0.0,0.0,0.0,18.841,7.246,73.913,EMILE
EMILEE,33,0.0,0.0,3.03,0.0,0.0,96.97,EMILEE
EMILIA,128,0.0,0.0,6.25,0.781,46.875,46.094,EMILIA
EMILIANO,48,0.0,0.0,14.583,0.0,72.917,12.5,EMILIANO
EMILIE,98,0.0,0.0,5.102,1.02,1.02,92.857,EMILIE
EMILIO,195,0.513,0.0,3.077,1.026,74.359,21.026,EMILIO
EMILY,2809,0.249,0.142,4.201,1.709,1.673,92.026,EMILY
EMMA,532,0.0,0.752,6.203,14.098,24.436,54.511,EMMA
EMMANUEL,295,0.0,0.0,19.322,27.458,24.746,28.475,EMMANUEL
EMMETT,94,0.0,1.064,1.064,18.085,1.064,78.723,EMMETT
EMORY,50,0.0,0.0,0.0,10.0,2.0,88.0,EMORY
ENEDINA,27,0.0,0.0,0.0,0.0,100.0,0.0,ENEDINA
ENID,49,0.0,0.0,0.0,14.286,12.245,73.469,ENID
ENRICO,59,0.0,0.0,11.864,3.39,15.254,69.492,ENRICO
ENRIQUE,658,0.0,0.0,4.255,0.0,89.362,6.383,ENRIQUE
ENRIQUETA,35,0.0,0.0,8.571,0.0,77.143,14.286,ENRIQUETA
EPIFANIO,33,0.0,0.0,12.121,0.0,84.848,3.03,EPIFANIO
ERAN,20,0.0,0.0,0.0,0.0,0.0,100.0,ERAN
ERASMO,41,0.0,0.0,0.0,0.0,90.244,9.756,ERASMO
ERIC,10840,0.148,0.129,3.496,3.727,2.97,89.53,ERIC
ERICA,1414,0.071,0.212,1.627,8.699,9.335,80.057,ERICA
ERICH,194,0.0,0.0,0.515,0.515,1.546,97.423,ERICH
ERICK,320,0.0,0.313,3.75,4.063,30.0,61.875,ERICK
ERICKA,134,0.0,0.0,0.0,26.119,20.896,52.985,ERICKA
ERIK,1674,0.0,0.119,1.016,1.314,5.018,92.533,ERIK
ERIKA,948,0.422,0.105,1.266,6.224,18.46,73.523,ERIKA
ERIN,3413,0.088,0.117,0.439,0.469,0.938,97.949,ERIN
ERINN,37,0.0,0.0,2.703,5.405,0.0,91.892,ERINN
ERLINDA,130,0.769,0.0,76.154,0.0,10.0,13.077,ERLINDA
ERMA,82,0.0,0.0,3.659,30.488,3.659,62.195,ERMA
ERNEST,1390,0.216,0.288,3.094,11.871,9.281,75.252,ERNEST
ERNESTINA,51,0.0,0.0,1.961,5.882,82.353,9.804,ERNESTINA
ERNESTINE,112,0.0,0.893,1.786,41.071,11.607,44.643,ERNESTINE
ERNESTO,574,0.0,0.0,13.763,0.871,77.7,7.666,ERNESTO
ERNIE,133,0.752,0.752,12.03,3.008,24.06,59.398,ERNIE
ERNST,36,0.0,0.0,0.0,33.333,0.0,66.667,ERNST
ERROL,93,0.0,1.075,5.376,49.462,1.075,43.011,ERROL
ERVIN,97,0.0,0.0,0.0,22.68,7.216,70.103,ERVIN
ERWIN,157,0.637,0.0,25.478,5.096,13.376,55.414,ERWIN
ERYN,32,0.0,0.0,0.0,3.125,0.0,96.875,ERYN
ESMERALDA,134,0.0,0.0,5.97,1.493,82.836,9.701,ESMERALDA
ESPERANZA,209,0.0,0.0,7.177,0.478,84.211,8.134,ESPERANZA
ESSIE,34,0.0,0.0,2.941,79.412,2.941,14.706,ESSIE
ESTEBAN,178,0.0,0.0,2.809,0.0,89.326,7.865,ESTEBAN
ESTELA,157,0.637,0.0,5.732,0.637,82.166,10.828,ESTELA
ESTELLA,95,1.053,0.0,5.263,12.632,52.632,28.421,ESTELLA
ESTELLE,82,0.0,0.0,0.0,9.756,4.878,85.366,ESTELLE
ESTER,60,0.0,0.0,16.667,8.333,33.333,41.667,ESTER
ESTHER,878,0.228,0.569,10.364,10.364,25.513,52.961,ESTHER
ESTRELLA,52,0.0,0.0,53.846,0.0,32.692,13.462,ESTRELLA
ETHAN,257,0.389,0.0,3.502,0.389,1.556,94.163,ETHAN
ETHEL,278,0.36,0.719,5.036,28.777,4.317,60.791,ETHEL
ETTA,45,2.222,0.0,2.222,28.889,2.222,64.444,ETTA
EUGENE,2189,0.183,0.046,5.71,6.67,2.741,84.651,EUGENE
EUGENIA,226,0.0,0.0,4.425,6.195,18.584,70.796,EUGENIA
EUGENIO,102,0.0,0.0,7.843,0.0,74.51,17.647,EUGENIO
EULA,46,0.0,0.0,0.0,50.0,0.0,50.0,EULA
EULALIA,34,0.0,0.0,2.941,0.0,67.647,29.412,EULALIA
EUN,134,0.746,0.0,96.269,0.0,0.746,2.239,EUN
EUNICE,222,0.0,0.901,21.622,22.523,11.261,43.694,EUNICE
EUSEBIO,59,0.0,0.0,6.78,3.39,83.051,6.78,EUSEBIO
EVA,898,0.223,0.223,5.902,5.234,20.824,67.595,EVA
EVAN,651,0.154,0.0,1.997,1.229,1.69,94.931,EVAN
EVANGELINA,100,0.0,0.0,3.0,0.0,83.0,14.0,EVANGELINA
EVANGELINE,139,0.719,0.719,35.971,7.914,12.95,41.727,EVANGELINE
EVANGELOS,27,0.0,0.0,0.0,0.0,0.0,100.0,EVANGELOS
EVANS,30,0.0,0.0,0.0,40.0,3.333,56.667,EVANS
EVE,164,0.0,0.0,3.659,0.61,3.659,92.073,EVE
EVELIA,46,0.0,0.0,0.0,0.0,97.826,2.174,EVELIA
EVELINA,34,0.0,0.0,5.882,0.0,32.353,61.765,EVELINA
EVELYN,1379,0.435,0.218,7.832,11.313,13.706,66.497,EVELYN
EVERARDO,58,0.0,0.0,0.0,0.0,96.552,3.448,EVERARDO
EVERETT,296,0.338,0.0,2.365,9.797,0.676,86.824,EVERETT
EVETTE,32,0.0,0.0,0.0,37.5,18.75,43.75,EVETTE
EVONNE,49,0.0,0.0,2.041,18.367,0.0,79.592,EVONNE
EWA,100,0.0,0.0,1.0,0.0,1.0,98.0,EWA
EYAL,21,0.0,0.0,0.0,0.0,0.0,100.0,EYAL
EZEQUIEL,72,0.0,0.0,0.0,0.0,95.833,4.167,EZEQUIEL
EZRA,54,0.0,0.0,5.556,16.667,0.0,77.778,EZRA
FABIAN,113,0.0,0.0,3.54,7.08,66.372,23.009,FABIAN
FABIO,56,0.0,0.0,0.0,1.786,32.143,66.071,FABIO
FABIOLA,85,0.0,0.0,0.0,2.353,81.176,16.471,FABIOLA
FADI,45,0.0,0.0,11.111,0.0,0.0,88.889,FADI
FAE,15,0.0,0.0,0.0,0.0,0.0,100.0,FAE
FAISAL,47,0.0,2.128,51.064,0.0,2.128,44.681,FAISAL
FAITH,384,0.26,0.521,3.385,5.99,1.823,88.021,FAITH
FAN,54,0.0,0.0,96.296,0.0,0.0,3.704,FAN
FANG,56,0.0,0.0,100.0,0.0,0.0,0.0,FANG
FANNIE,60,0.0,0.0,6.667,66.667,1.667,25.0,FANNIE
FANNY,70,0.0,0.0,37.143,0.0,41.429,21.429,FANNY
FARAH,57,0.0,0.0,28.07,10.526,3.509,57.895,FARAH
FARHAD,64,0.0,0.0,23.438,0.0,0.0,76.563,FARHAD
FARIBORZ,17,0.0,0.0,0.0,0.0,0.0,100.0,FARIBORZ
FARID,56,0.0,1.786,21.429,1.786,1.786,73.214,FARID
FARIDA,33,0.0,3.03,51.515,3.03,3.03,39.394,FARIDA
FARRAH,45,0.0,0.0,13.333,15.556,2.222,68.889,FARRAH
FATIMA,142,0.704,1.408,21.127,7.042,21.127,48.592,FATIMA
FAUSTINO,65,0.0,0.0,3.077,1.538,84.615,10.769,FAUSTINO
FAUSTO,62,0.0,0.0,0.0,0.0,83.871,16.129,FAUSTO
FAWN,31,0.0,0.0,0.0,0.0,3.226,96.774,FAWN
FAY,146,0.685,0.0,10.959,7.534,0.0,80.822,FAY
FAYE,329,0.0,0.304,6.687,10.638,0.912,81.459,FAYE
FE,56,0.0,0.0,64.286,0.0,23.214,12.5,FE
FEDERICO,156,0.641,0.0,8.333,0.641,75.0,15.385,FEDERICO
FEI,46,0.0,0.0,97.826,0.0,0.0,2.174,FEI
FELECIA,47,0.0,0.0,0.0,65.957,2.128,31.915,FELECIA
FELICE,58,0.0,0.0,0.0,8.621,3.448,87.931,FELICE
FELICIA,448,0.223,0.446,2.455,33.259,7.589,56.027,FELICIA
FELICIANO,48,0.0,0.0,16.667,0.0,62.5,20.833,FELICIANO
FELICITAS,42,0.0,0.0,19.048,2.381,66.667,11.905,FELICITAS
FELIPE,413,0.0,0.484,4.6,0.726,90.557,3.632,FELIPE
FELIX,504,0.0,0.397,9.127,6.944,55.952,27.579,FELIX
FEN,18,0.0,0.0,100.0,0.0,0.0,0.0,FEN
FENG,134,0.0,0.0,97.761,0.0,1.493,0.746,FENG
FERDINAND,101,0.0,0.0,39.604,3.96,17.822,38.614,FERDINAND
FERMIN,67,0.0,0.0,7.463,0.0,88.06,4.478,FERMIN
FERN,72,0.0,1.389,1.389,6.944,0.0,90.278,FERN
FERNANDA,47,0.0,0.0,0.0,4.255,25.532,70.213,FERNANDA
FERNANDO,983,0.0,0.102,5.799,0.61,78.637,14.852,FERNANDO
FIDEL,177,0.0,0.565,3.39,1.13,90.395,4.52,FIDEL
FIDENCIO,30,0.0,0.0,3.333,0.0,90.0,6.667,FIDENCIO
FILIBERTO,52,0.0,0.0,0.0,0.0,92.308,7.692,FILIBERTO
FILOMENA,56,0.0,0.0,23.214,0.0,17.857,58.929,FILOMENA
FIONA,107,0.0,0.0,9.346,2.804,0.935,86.916,FIONA
FLAVIA,33,0.0,0.0,6.061,6.061,33.333,54.545,FLAVIA
FLAVIO,51,0.0,0.0,0.0,0.0,86.275,13.725,FLAVIO
FLETCHER,30,0.0,0.0,0.0,20.0,0.0,80.0,FLETCHER
FLOR,88,0.0,0.0,4.545,0.0,82.955,12.5,FLOR
FLORA,181,0.0,0.0,17.68,11.05,24.309,46.961,FLORA
